sub,emotion,X1,Y1,RT,study
224,disappointed,87,-91,9.474,study4
224,nervous,155,116,6.375,study4
224,relaxed,200,109,1.935,study4
224,still,-114,59,6.73,study4
224,surprised,125,-118,2.727,study4
224,peppy,165,-30,11.536,study4
224,calm,39,-78,2.356,study4
224,angry,-136,-92,1.955,study4
224,afraid,146,190,3.876,study4
224,disgusted,69,-41,23.487,study4
224,happy,170,-83,8.109,study4
224,sluggish,138,-140,3.151,study4
225,annoyed,119,24,13.394,study4
225,surprised,121,14,3.721,study4
225,enthusiastic,195,13,4.463,study4
225,still,-131,24,3.001,study4
225,happy,241,-1,4.687,study4
225,afraid,-206,-3,4.295,study4
225,satisfied,1,242,4.954,study4
225,sluggish,-152,7,3.724,study4
225,neutral,240,-4,3.78,study4
225,sleepy,8,-134,5.675,study4
225,calm,3,54,3.464,study4
225,relaxed,60,3,3.344,study4
225,aroused,49,53,2.999,study4
225,disgusted,-147,1,3.912,study4
225,nervous,6,-224,3.9,study4
225,angry,-239,2,4.913,study4
225,quiet,-2,-2,6.803,study4
225,disappointed,-148,3,3.499,study4
225,sad,-223,5,3.534,study4
225,peppy,5,123,3.263,study4
226,surprised,193,-23,17.476,study4
226,disgusted,-162,-120,3.652,study4
226,quiet,164,180,31.412,study4
226,aroused,-160,187,5.478,study4
226,calm,-203,163,7.274,study4
226,satisfied,-91,-65,18.855,study4
226,nervous,-128,145,5.537,study4
226,sad,-125,187,8.069,study4
226,sluggish,81,129,4.051,study4
226,enthusiastic,-99,-55,14.006,study4
226,peppy,-143,104,15.915,study4
226,disappointed,-74,-173,2.727,study4
226,annoyed,-138,-43,4.583,study4
226,afraid,-93,110,55.769,study4
226,happy,-69,-137,2.891,study4
226,neutral,186,-209,3.449,study4
226,angry,-85,107,28.96,study4
226,sleepy,-128,-79,6.309,study4
226,relaxed,130,-88,13.822,study4
226,still,-122,138,3.668,study4
227,sluggish,0,-195,12.375,study4
227,surprised,1,174,6.685,study4
227,nervous,-3,187,31.756,study4
227,still,0,-199,8.339,study4
227,peppy,189,197,52.111,study4
227,calm,-2,-155,11.156,study4
227,quiet,-1,-3,11.62,study4
227,sad,-212,-1,5.888,study4
227,disappointed,-180,141,8.97,study4
227,angry,-213,213,6.192,study4
227,relaxed,111,-120,10.043,study4
227,satisfied,165,57,13.132,study4
227,neutral,-1,4,3.609,study4
227,happy,200,125,5.015,study4
